%Time	Paddle Displacement	LC1	LC2	WG0	WG1	WG2	WG3
31/08/2023 14.27.49.77337	0.772658	-1.13751	-0.337128	-302.393	-0.303986	-0.221054	0.344589
31/08/2023 14.27.49.82337	0.772709	-1.26944	-0.415634	-302.406	-0.0298004	-0.266357	0.117737
31/08/2023 14.27.49.87337	0.772717	-0.603271	-0.105438	-302.635	-0.00564575	-0.332901	0.265701
31/08/2023 14.27.49.92337	0.772467	-0.319702	-0.0202789	-302.976	0.118942	-0.111404	-0.0346527
31/08/2023 14.27.49.97412	0.772634	-0.319977	0.00509644	-302.743	-0.269379	-0.0263672	0.125427
31/08/2023 14.27.50.02412	0.77268	2.18045	0.821182	-302.444	-0.334976	-0.326004	0.295547
31/08/2023 14.27.50.07412	0.77272	0.856567	0.304474	-302.52	-0.118088	-0.325195	0.414001
31/08/2023 14.27.50.12412	0.772643	1.62485	0.643204	-302.295	0.16832	-0.137238	-0.119431
31/08/2023 14.27.50.17412	0.772516	1.39395	0.520569	-302.511	0.0973816	-0.0741425	-0.270493
31/08/2023 14.27.50.22412	0.772629	1.57986	0.776398	-302.543	-0.0966339	-0.0813751	0.182861
31/08/2023 14.27.50.27412	0.772675	1.75055	0.635254	-302.758	-0.300537	-0.128448	0.377579
31/08/2023 14.27.50.32412	0.772745	1.88327	0.723511	-302.088	-0.25972	-0.340973	0.338806
31/08/2023 14.27.50.37412	0.772569	1.9556	0.667206	-301.844	-0.0782623	-0.270874	0.113205
31/08/2023 14.27.50.42412	0.772535	2.29166	0.739426	-302.755	0.0995331	-0.134766	0.1409
31/08/2023 14.27.50.47412	0.772653	1.03577	0.253357	-302.717	-0.0505371	-0.024292	-0.0291443
31/08/2023 14.27.50.52412	0.772701	0.794861	0.0769653	-302.745	-0.263702	-0.185867	0.281769
31/08/2023 14.27.50.57412	0.772759	0.37384	0.0768585	-302.51	-0.120483	-0.294785	0.266724
31/08/2023 14.27.50.62412	0.772489	-0.500366	-0.170517	-302.289	0.115097	-0.19191	0.00393677
31/08/2023 14.27.50.67437	0.772563	-0.473999	-0.0841522	-302.684	0.175842	-0.0305939	-0.134262
31/08/2023 14.27.50.72437	0.772683	-0.405334	-0.192871	-302.56	-0.135696	0.00656128	-0.00276184
31/08/2023 14.27.50.77437	0.772712	-0.354309	-0.0478363	-302.472	-0.250412	-0.161194	0.198624
31/08/2023 14.27.50.82437	0.772684	-0.992065	-0.136444	-302.411	-0.142197	-0.246399	0.299347
31/08/2023 14.27.50.87437	0.772479	-1.35724	-0.284164	-302.289	0.028183	-0.383728	0.318359
31/08/2023 14.27.50.92437	0.77266	-1.7554	-0.420059	-302.698	0.0791779	-0.10997	-0.02211
31/08/2023 14.27.50.97739	0.772675	-1.30573	-0.234848	-302.969	-0.176437	0.00254822	-0.120316
31/08/2023 14.27.51.02739	0.772725	-1.06451	-0.195648	-302.954	-0.290146	-0.272263	0.131989
31/08/2023 14.27.51.07737	0.772628	-1.27222	-0.347595	-302.423	-0.27124	-0.436676	0.353302
31/08/2023 14.27.51.12737	0.7725	1.27026	0.646301	-302.192	0.123596	-0.261459	-0.134811
31/08/2023 14.27.51.17737	0.772644	0.501923	0.301636	-302.488	0.147125	0.0135956	-0.0708466
31/08/2023 14.27.51.22737	0.772716	-0.386353	-0.00645447	-302.83	-0.000823975	-0.103806	-0.0362396
31/08/2023 14.27.51.27737	0.772723	0.757629	0.435562	-302.387	-0.337509	-0.252899	0.368378
31/08/2023 14.27.51.32737	0.772507	0.753174	0.452225	-302.329	-0.223038	-0.389374	0.220901
31/08/2023 14.27.51.37737	0.772597	0.966644	0.474365	-302.493	-0.0801849	-0.247284	0.290237
31/08/2023 14.27.51.42737	0.772638	1.02307	0.53717	-302.826	0.18512	-0.245605	0.0509033
31/08/2023 14.27.51.47737	0.77273	1.36362	0.67598	-302.816	0.041626	-0.0295105	0.144455
31/08/2023 14.27.51.52737	0.772682	1.0643	0.532181	-302.686	-0.263809	-0.137283	0.164215
31/08/2023 14.27.51.57737	0.772479	1.16498	0.575226	-302.497	-0.0877686	-0.463806	0.23056
31/08/2023 14.27.51.62737	0.772651	1.38293	0.714294	-302.24	0.0604858	-0.315109	-0.0823975
31/08/2023 14.27.51.67737	0.772659	1.09372	0.546616	-302.231	-0.0430298	-0.0970306	-0.139404
31/08/2023 14.27.51.72737	0.772749	0.0949402	0.252533	-302.674	0.111359	-0.00187683	0.00920105
31/08/2023 14.27.51.77737	0.772616	0.122284	0.147522	-302.549	-0.12381	-0.13092	0.355194
31/08/2023 14.27.51.82737	0.772502	-0.138855	0.00634766	-302.457	-0.155518	-0.307022	0.333557
31/08/2023 14.27.51.87737	0.772658	0.301758	0.36499	-302.004	-0.114471	-0.3284	0.0879059
31/08/2023 14.27.51.92737	0.772679	-0.248199	0.039444	-302.704	0.134674	-0.165314	-0.276505
31/08/2023 14.27.51.97737	0.772767	0.0430603	0.327148	-302.576	-0.137619	0.116333	-0.234512
31/08/2023 14.27.52.02737	0.772538	-0.358612	0.163406	-302.582	-0.189316	-0.136887	0.225708
31/08/2023 14.27.52.07862	0.772537	-1.27271	-0.198853	-302.263	-0.255081	-0.237061	0.411606
31/08/2023 14.27.52.12862	0.772696	-0.657562	0.114548	-302.436	0.0944366	-0.309189	0.0769958
31/08/2023 14.27.52.17887	0.7727	-0.98819	-0.0938873	-302.321	0.0796967	-0.0123749	-0.0668335
31/08/2023 14.27.52.22887	0.772705	-0.746002	-0.0652618	-302.771	0.0652924	-0.0327148	0.0032196
31/08/2023 14.27.52.27887	0.772452	-1.07297	-0.163254	-303.066	-0.0894318	-0.237854	0.0867157
31/08/2023 14.27.52.32887	0.772651	-0.869659	-0.134445	-302.703	-0.257919	-0.223938	0.251205
31/08/2023 14.27.52.37887	0.772648	-0.165527	0.144257	-302.344	-0.0383911	-0.362656	0.440002
31/08/2023 14.27.52.42887	0.7727	0.755096	0.363281	-302.566	0.165665	-0.171326	0.0641785
31/08/2023 14.27.52.47887	0.772682	0.66275	0.473709	-302.867	0.0683441	-0.0580597	0.0469666
31/08/2023 14.27.52.52887	0.772499	0.513916	0.402756	-303.037	-0.328613	-0.0514374	0.357712
31/08/2023 14.27.52.57937	0.772651	1.19382	0.527512	-302.563	-0.127884	-0.22937	0.53894
31/08/2023 14.27.52.62937	0.772684	1.35626	0.619385	-302.295	-0.00350952	-0.260422	0.0553131
31/08/2023 14.27.52.67937	0.772748	1.24176	0.603302	-302.312	0.133484	-0.152298	-0.0883179
31/08/2023 14.27.52.72937	0.772554	1.93478	1.01692	-302.721	-0.152145	0.0433655	0.0965271
31/08/2023 14.27.52.77937	0.772555	1.48196	0.621902	-302.801	-0.168793	-0.250916	0.316254
31/08/2023 14.27.52.82937	0.772677	0.968872	0.486191	-302.667	-0.122421	-0.254364	0.325043
31/08/2023 14.27.52.88087	0.772726	1.51657	0.563095	-302.215	-0.265411	-0.432831	0.0975189
31/08/2023 14.27.52.93087	0.772675	1.61975	0.544876	-302.591	0.0339355	-0.19696	-0.156052
31/08/2023 14.27.52.98087	0.77246	0.378723	0.228043	-303.231	0.183807	-0.0969543	-0.0984802
31/08/2023 14.27.53.03087	0.77262	0.681854	0.477005	-302.783	-0.227692	-0.0435486	0.231049
31/08/2023 14.27.53.08087	0.772686	0.32724	0.230484	-302.776	-0.289307	-0.347183	0.498627
31/08/2023 14.27.53.13087	0.772745	0.487488	0.351364	-302.179	-0.0576782	-0.355652	-0.0615234
31/08/2023 14.27.53.18087	0.772643	-0.0340576	0.123138	-302.389	0.192719	-0.20961	-0.193237
31/08/2023 14.27.53.23087	0.772479	-0.856445	-0.0204468	-302.678	-0.0489044	0.0384064	-0.30545
31/08/2023 14.27.53.28087	0.772655	-0.624268	0.0478058	-302.756	-0.0281219	-0.0344543	0.0703125
31/08/2023 14.27.53.33087	0.772659	-0.104919	0.165115	-302.576	-0.13916	-0.283585	0.380722
31/08/2023 14.27.53.38087	0.772725	-0.424255	0.0816803	-302.48	-0.0898437	-0.388763	0.221924
31/08/2023 14.27.53.43087	0.772591	-0.138336	0.0841827	-302.588	0.0941315	-0.212143	-0.0379181
31/08/2023 14.27.53.48087	0.772549	-0.605225	-0.0486908	-302.661	0.111053	-0.108704	-0.0180054
31/08/2023 14.27.53.53087	0.772656	-0.670105	-0.142975	-302.875	-0.197708	-0.0530853	0.133163
31/08/2023 14.27.53.58087	0.772735	-1.01733	-0.203064	-302.58	-0.30127	-0.369308	0.434586
31/08/2023 14.27.53.63087	0.772698	-1.4801	-0.245102	-302.349	0.0351868	-0.300446	0.168823
31/08/2023 14.27.53.68087	0.772479	0.540802	0.338959	-302.324	0.108017	-0.0361633	-0.262421
31/08/2023 14.27.53.73087	0.772615	2.60181	1.23041	-302.897	-0.00216675	-0.0072937	-0.0513763
31/08/2023 14.27.53.78087	0.772669	0.572449	0.328979	-302.977	-0.218674	-0.160385	0.0844116
31/08/2023 14.27.53.83087	0.772674	0.973419	0.501129	-302.243	-0.292572	-0.0731964	0.239838
31/08/2023 14.27.53.88087	0.772732	2.57626	1.15794	-302.117	-0.169449	-0.351288	0.346558
31/08/2023 14.27.53.93087	0.772482	3.63962	1.48291	-302.29	-0.0124512	-0.280685	0.233734
31/08/2023 14.27.53.98087	0.772631	1.95313	0.809158	-302.775	0.120651	-0.15242	0.102142
31/08/2023 14.27.54.03087	0.772705	2.87256	1.02815	-302.883	-0.118088	-0.0313416	0.343567
31/08/2023 14.27.54.08087	0.772704	1.84845	0.772964	-302.849	-0.3638	-0.313705	0.302963
31/08/2023 14.27.54.13087	0.772626	2.10504	0.81279	-302.802	-0.172607	-0.417755	0.143646
31/08/2023 14.27.54.18087	0.772497	1.42651	0.507751	-302.602	0.165466	-0.155548	-0.110718
31/08/2023 14.27.54.23087	0.772676	0.450714	0.335464	-302.975	0.146957	0.024765	0.0274811
31/08/2023 14.27.54.28312	0.772682	0.0674438	0.0539246	-302.599	-0.0588226	-0.0559692	0.026001
31/08/2023 14.27.54.33312	0.772708	-0.216003	-0.110153	-302.529	-0.277695	-0.183517	0.209427
31/08/2023 14.27.54.38312	0.772509	0.450195	0.198334	-302.325	-0.0462799	-0.424454	0.402191
31/08/2023 14.27.54.43312	0.77262	0.0152588	0.206024	-302.669	0.00474548	-0.316681	0.0290985
31/08/2023 14.27.54.48312	0.772644	-0.311066	0.118942	-303.105	0.168991	-0.0871582	0.0613251
31/08/2023 14.27.54.53312	0.772701	-0.613922	-0.0408173	-303.003	-0.233688	0.0927124	0.0270691
31/08/2023 14.27.54.58312	0.772709	-0.6539	0.0881653	-302.692	-0.275269	-0.289032	0.188599
31/08/2023 14.27.54.63312	0.772478	-0.74408	-0.0749054	-302.504	-0.098175	-0.31575	0.219711
31/08/2023 14.27.54.68312	0.772644	-1.37851	-0.348083	-302.636	0.0921326	-0.204727	-0.180283
31/08/2023 14.27.54.73312	0.772688	-0.7388	-0.0488739	-302.622	0.0129395	0.0901031	-0.334717
31/08/2023 14.27.54.78312	0.772725	-0.561737	0.0285339	-303.108	0.123444	-0.0436859	-0.00843811
31/08/2023 14.27.54.83312	0.772618	-0.674622	-0.116104	-302.91	-0.276505	-0.0400696	0.325684
31/08/2023 14.27.54.88337	0.772491	-0.223114	0.0554504	-302.547	-0.115036	-0.367844	0.359497
31/08/2023 14.27.54.93337	0.772668	-0.255798	0.116455	-302.8	-0.0833588	-0.21637	-0.0565796
31/08/2023 14.27.54.98337	0.772707	0.788208	0.608475	-302.547	0.176056	-0.0615997	-0.0616302
31/08/2023 14.27.55.03337	0.772684	0.504364	0.386887	-302.918	-0.14624	0.01651	0.0955811
31/08/2023 14.27.55.08387	0.772549	1.48669	0.745407	-302.657	-0.146912	-0.244797	0.339706
31/08/2023 14.27.55.13387	0.772569	2.69208	1.35107	-302.446	-0.0813446	-0.286682	0.274231
31/08/2023 14.27.55.18437	0.772662	2.15332	1.01105	-301.961	0.0850983	-0.229385	-0.188171
31/08/2023 14.27.55.23437	0.772724	1.78455	0.811249	-303.121	0.00924683	-0.0966797	-0.18309
31/08/2023 14.27.55.28437	0.772694	1.85272	0.843094	-302.893	0.151611	-0.0245819	0.0967407
31/08/2023 14.27.55.33437	0.772475	1.07498	0.548172	-302.605	-0.30275	-0.166672	0.247543
31/08/2023 14.27.55.38437	0.77266	1.76169	0.678543	-302.316	-0.271225	-0.399414	0.399368
31/08/2023 14.27.55.43437	0.772709	1.59387	0.64447	-302.369	-0.0628357	-0.254486	0.0810699
31/08/2023 14.27.55.48639	0.772696	0.545837	0.39505	-302.551	0.118484	-0.178467	-0.0552979
31/08/2023 14.27.55.53639	0.772618	0.128052	0.20105	-302.879	-0.258789	-0.0017395	0.0215607
31/08/2023 14.27.55.58787	0.772485	0.19986	0.261047	-303.063	-0.34288	-0.200928	0.193161
31/08/2023 14.27.55.63787	0.772656	0.203949	0.156052	-302.322	-0.109619	-0.22525	0.269836
31/08/2023 14.27.55.68787	0.772724	-0.233612	0.0739746	-302.515	0.0938873	-0.324982	-0.206375
31/08/2023 14.27.55.73787	0.7727	-0.489349	-0.0437317	-302.728	0.234863	0.00967407	-0.0269012
31/08/2023 14.27.55.78787	0.772511	-0.383728	0.0737457	-303.109	0.114105	-0.0159912	-0.177979
31/08/2023 14.27.55.83787	0.772595	-0.522949	0.0378723	-302.907	-0.16832	-0.152924	0.399124
31/08/2023 14.27.55.88787	0.772665	-0.41507	0.0871582	-302.489	-0.257614	-0.276993	0.27211
31/08/2023 14.27.55.93787	0.772736	-1.20398	-0.173126	-302.713	-0.0617981	-0.352081	0.0956421
31/08/2023 14.27.55.98862	0.77269	-1.07181	-0.106125	-302.362	0.180862	-0.124023	0.0355072
31/08/2023 14.27.56.03862	0.772469	-0.938568	-0.143845	-302.698	-0.15126	-0.158035	-0.0127106
31/08/2023 14.27.56.08862	0.772639	-0.420441	0.0380249	-302.814	-0.349258	-0.178055	0.398514
31/08/2023 14.27.56.13862	0.772719	-1.14096	-0.176071	-302.671	-0.219925	-0.315536	0.152405
31/08/2023 14.27.56.18862	0.772697	0.566162	0.421326	-302.504	0.157516	-0.245438	-0.205536
31/08/2023 14.27.56.23862	0.772627	1.18091	0.705627	-302.675	-0.0208588	-0.0849304	-0.20137
31/08/2023 14.27.56.28887	0.772472	1.81268	1.04903	-302.522	0.10704	-0.072052	0.0442352
31/08/2023 14.27.56.33887	0.772668	2.72647	1.43916	-302.992	-0.258606	-0.142456	0.258453
31/08/2023 14.27.56.38887	0.772668	2.09604	1.07625	-302.585	-0.173798	-0.313446	0.442169
31/08/2023 14.27.56.43887	0.772754	1.94263	0.959015	-302.166	-0.0592804	-0.32579	0.284393
31/08/2023 14.27.56.48887	0.772529	2.15005	1.02603	-302.765	0.12178	-0.294617	-0.159592
31/08/2023 14.27.56.53887	0.77255	1.53125	0.730667	-302.814	0.0331879	-0.071701	0.0917358
31/08/2023 14.27.56.58887	0.772676	2.3219	0.923355	-303	-0.264252	-0.0477142	0.237808
31/08/2023 14.27.56.63887	0.772706	2.15421	0.819992	-302.594	-0.327988	-0.343353	0.386505
31/08/2023 14.27.56.69112	0.772772	1.57813	0.623367	-302.217	-0.00306702	-0.313416	-0.0913696
31/08/2023 14.27.56.74112	0.772429	0.872559	0.550003	-303.03	0.0557098	-0.098877	-0.163452
31/08/2023 14.27.56.79112	0.772623	1.09045	0.417984	-302.732	0.098465	0.00421143	-0.049942
31/08/2023 14.27.56.84112	0.772685	0.2883	0.199585	-302.765	-0.235107	-0.19574	0.221771
31/08/2023 14.27.56.89112	0.772708	0.390167	0.281219	-302.46	-0.290863	-0.359833	0.297165
31/08/2023 14.27.56.94112	0.772672	0.192871	0.171936	-302.212	-0.0393524	-0.308182	-0.00837708
31/08/2023 14.27.56.99112	0.772476	-0.265533	0.100189	-302.739	0.194595	-0.202469	0.00500488
31/08/2023 14.27.57.04112	0.772639	-0.593231	0.00778198	-303.021	-0.123642	-0.0792694	0.048584
31/08/2023 14.27.57.09112	0.772681	-0.764984	-0.0902252	-302.935	-0.357071	-0.165482	0.1875
31/08/2023 14.27.57.14112	0.772713	-0.490326	0.0882568	-302.529	-0.25351	-0.348587	0.239456
31/08/2023 14.27.57.19112	0.772587	-0.867706	-0.133377	-302.388	-0.0248718	-0.387619	0.123749
31/08/2023 14.27.57.24112	0.772533	-1.44485	-0.358643	-302.591	0.134338	-0.0971222	-0.207809
31/08/2023 14.27.57.29112	0.772677	-0.505676	-0.0440521	-302.801	-0.0330963	0.0699463	-0.0701752
31/08/2023 14.27.57.34112	0.772702	-0.516602	-0.0925293	-302.805	-0.189423	-0.175613	0.20256
31/08/2023 14.27.57.39112	0.772766	0.623871	0.399002	-302.801	-0.243668	-0.244583	0.279007
31/08/2023 14.27.57.44112	0.772425	0.227783	0.320267	-302.265	0.0465088	-0.25148	0.159348
31/08/2023 14.27.57.49112	0.772621	1.81454	0.841629	-302.286	0.152542	-0.248825	-0.13002
31/08/2023 14.27.57.54112	0.772712	0.602478	0.279114	-303.003	-0.017807	-0.0445709	0.049118
31/08/2023 14.27.57.59112	0.772704	1.45569	0.661758	-303.225	-0.172318	-0.0745087	0.0891571
31/08/2023 14.27.57.64112	0.772704	1.40088	0.735275	-302.651	-0.219742	-0.285446	0.378906
31/08/2023 14.27.57.69112	0.772427	1.50397	0.827515	-302.358	0.0433807	-0.318237	0.125916
31/08/2023 14.27.57.74112	0.772658	2.93283	1.16757	-302.907	0.0589905	-0.106873	-0.113037
31/08/2023 14.27.57.79112	0.772659	2.00452	0.947647	-302.506	-0.0790558	-0.0444946	-0.15799
31/08/2023 14.27.57.84112	0.77275	2.13876	0.852402	-302.56	-0.22464	-0.251144	0.165115
31/08/2023 14.27.57.89137	0.77261	2.36423	0.89035	-302.314	-0.180206	-0.250809	0.345108
31/08/2023 14.27.57.94137	0.772492	1.10025	0.292374	-302.088	-0.146057	-0.317337	0.216782
31/08/2023 14.27.57.99137	0.772654	0.252014	0.207596	-302.609	0.150452	-0.235977	-0.0885925
31/08/2023 14.27.58.04137	0.772678	0.497894	0.177963	-303.193	0.0987854	-0.153595	-0.051239
31/08/2023 14.27.58.09137	0.772767	0.00976562	0.136444	-302.856	-0.211624	-0.131287	0.181488
31/08/2023 14.27.58.14137	0.772499	0.438843	0.208115	-302.675	-0.33342	-0.365723	0.498657
31/08/2023 14.27.58.19137	0.772581	-0.168152	0.104095	-302.327	-0.0575714	-0.363525	0.156601
31/08/2023 14.27.58.24137	0.772671	-0.178589	0.205002	-302.708	0.0706482	-0.0863495	-0.0638275
31/08/2023 14.27.58.29137	0.77273	-0.716949	-0.145508	-302.841	0.128952	0.13089	-0.187973
31/08/2023 14.27.58.34137	0.772653	-0.763306	-0.046875	-302.608	-0.111084	-0.145966	0.106918
31/08/2023 14.27.58.39187	0.77251	-0.1315	0.14447	-302.662	-0.251389	-0.130676	0.344604
31/08/2023 14.27.58.44187	0.772641	-0.891205	-0.184021	-302.594	-0.0670624	-0.250229	0.244827
31/08/2023 14.27.58.49187	0.772711	-0.629974	0.00183105	-302.473	0.0136566	-0.228271	0.191437
31/08/2023 14.27.58.54187	0.772693	-0.577393	-0.100555	-303.041	0.0629883	-0.0899353	-0.148804
31/08/2023 14.27.58.59212	0.772652	-0.337708	0.0389252	-302.876	-0.419189	0.000808716	0.0544281
31/08/2023 14.27.58.64212	0.772466	-0.358643	-0.0295105	-302.39	-0.134277	-0.42836	0.351715
31/08/2023 14.27.58.69237	0.772685	-0.431091	-0.0106506	-302.331	-0.128479	-0.37912	0.12645
31/08/2023 14.27.58.74237	0.772662	-0.693176	-0.333206	-302.411	0.0276184	-0.209	-0.275146
31/08/2023 14.27.58.79237	0.772728	1.39197	0.595581	-302.998	0.157715	0.0305939	0.0313721
31/08/2023 14.27.58.84237	0.772517	0.263794	0.49498	-302.808	-0.188324	-0.144043	0.396759
31/08/2023 14.27.58.89237	0.772587	1.44055	0.816727	-302.554	-0.1371	-0.129684	0.476807
31/08/2023 14.27.58.94237	0.772667	2.54138	1.32248	-302.485	-0.0860748	-0.208298	-0.0330048
31/08/2023 14.27.58.99237	0.772743	0.873383	0.78125	-302.712	0.092926	-0.26265	-0.112457
31/08/2023 14.27.59.04237	0.77266	3.12225	1.56139	-302.956	0.119171	-0.121994	0.0870514
31/08/2023 14.27.59.09237	0.77247	1.8074	0.983398	-302.835	-0.226425	-0.00183105	-0.00875854
31/08/2023 14.27.59.14237	0.772646	2.3577	0.999054	-302.68	-0.376495	-0.390778	0.431015
31/08/2023 14.27.59.19237	0.772669	1.79883	0.69342	-302.703	-0.11763	-0.434647	0.0798645
31/08/2023 14.27.59.24237	0.772716	0.75293	0.404785	-302.648	0.114441	-0.271515	-0.186096
31/08/2023 14.27.59.29237	0.772646	0.0513	0.159393	-302.424	0.0925446	-0.00811768	-0.0153809
31/08/2023 14.27.59.34237	0.772503	0.302277	0.147629	-302.667	-0.108856	-0.0785522	0.193359
31/08/2023 14.27.59.39237	0.772656	0.336761	0.346954	-302.553	-0.419495	-0.152695	0.174957
31/08/2023 14.27.59.44237	0.77271	-0.0239563	0.144852	-302.431	-0.0495148	-0.26506	0.316086
31/08/2023 14.27.59.49237	0.772695	-0.256561	0.210648	-302.39	0.0354462	-0.342209	0.294388
31/08/2023 14.27.59.54237	0.772588	-0.284668	0.202164	-302.715	0.121567	-0.0660553	-0.0991974
31/08/2023 14.27.59.59237	0.772536	-1.15674	-0.112442	-302.809	-0.260193	-0.0764008	0.0213623
31/08/2023 14.27.59.64237	0.772672	-0.718262	-0.0151367	-302.501	-0.45697	-0.370331	0.495605
31/08/2023 14.27.59.69262	0.772714	-0.658844	0.0461731	-302.525	-0.222748	-0.339462	0.300461
31/08/2023 14.27.59.74262	0.772678	-1.54593	-0.237015	-302.136	0.0501404	-0.158493	-0.141815
31/08/2023 14.27.59.79262	0.772491	-1.18118	-0.188889	-302.666	0.214874	0.0545502	-0.236679
31/08/2023 14.27.59.84262	0.772623	-0.812256	0.0198364	-302.888	-0.106674	-0.215225	0.259827
31/08/2023 14.27.59.89262	0.772697	-0.644257	0.0337982	-302.634	-0.211594	-0.200897	0.387299
31/08/2023 14.27.59.94262	0.772713	-0.0565186	0.263748	-302.5	0.0156097	-0.337784	0.304001
31/08/2023 14.27.59.99262	0.772687	0.573486	0.47789	-302.504	-0.00991821	-0.26207	0.21756
31/08/2023 14.28.00.04262	0.772441	0.195984	0.342712	-302.874	0.238602	-0.180145	0.0247803
31/08/2023 14.28.00.09287	0.772661	0.00201416	0.321442	-303.12	-0.189423	0.00778198	-0.0875244
31/08/2023 14.28.00.14287	0.772698	0.769379	0.64299	-302.861	-0.254959	-0.259628	0.362656
31/08/2023 14.28.00.19287	0.772708	1.49194	0.908905	-302.852	-0.195023	-0.400711	0.37822
31/08/2023 14.28.00.24287	0.772578	2.11606	1.06822	-302.592	0.11824	-0.336853	-0.170685
31/08/2023 14.28.00.29287	0.772528	1.40784	0.816437	-302.629	0.0473328	-0.0444946	-0.155548
31/08/2023 14.28.00.34287	0.772674	3.08826	1.38136	-302.934	-0.0538635	-0.151199	0.18251
31/08/2023 14.28.00.39287	0.772732	2.17502	0.993958	-302.607	-0.362595	-0.251266	0.276245
31/08/2023 14.28.00.44287	0.772664	0.991608	0.543381	-302.42	-0.0864563	-0.314758	0.144821
31/08/2023 14.28.00.49287	0.772527	0.850433	0.460114	-302.215	-0.120819	-0.247559	0.055603
31/08/2023 14.28.00.54287	0.772594	0.869904	0.421387	-302.83	0.147324	-0.188065	-0.131668
31/08/2023 14.28.00.59287	0.772655	0.0890808	0.262924	-303.009	-0.128967	0.00540161	0.201645
31/08/2023 14.28.00.64287	0.772746	-0.124329	0.190918	-302.718	-0.360199	-0.148819	0.291397
31/08/2023 14.28.00.69287	0.772684	-0.119781	0.209961	-302.53	-0.138702	-0.32663	0.366592
31/08/2023 14.28.00.74287	0.772467	-0.418701	0.0807343	-302.776	0.049942	-0.158508	0.125763
31/08/2023 14.28.00.79287	0.772642	-0.105255	0.326248	-302.696	0.135818	-0.0406952	-0.190262
31/08/2023 14.28.00.84287	0.772694	-0.255402	0.250778	-302.929	-0.163361	-0.142319	-0.118423
31/08/2023 14.28.00.89287	0.772729	-0.751068	0.0990143	-302.631	-0.327454	-0.296417	0.120499
31/08/2023 14.28.00.94287	0.772561	-0.604126	0.0318909	-302.391	-0.240433	-0.396637	0.245499
31/08/2023 14.28.00.99287	0.772537	-1.25378	-0.216034	-302.467	0.0415649	-0.306076	0.343063
31/08/2023 14.28.01.04287	0.772653	-0.879974	-0.0892029	-303.124	0.246719	-0.19455	0.124146
31/08/2023 14.28.01.09287	0.772723	-0.0158081	0.298477	-302.77	-0.154846	-0.0809937	-0.167755
31/08/2023 14.28.01.14287	0.772737	0.227356	0.405411	-302.88	-0.340332	-0.193008	0.337326
31/08/2023 14.28.01.19287	0.772461	-0.0708923	0.249252	-302.611	-0.209488	-0.333496	0.40683
31/08/2023 14.28.01.24287	0.772608	-0.120148	0.316727	-302.212	0.191528	-0.269363	-0.00961304
31/08/2023 14.28.01.29287	0.772682	0.188599	0.357254	-302.3	0.0795135	-0.115234	-0.203232
31/08/2023 14.28.01.34287	0.772716	2.35007	1.38646	-302.765	0.0176544	0.0121307	0.158707
31/08/2023 14.28.01.39287	0.772721	0.570984	0.496994	-302.887	-0.229874	-0.299316	0.404221
31/08/2023 14.28.01.44287	0.772439	0.279694	0.423309	-302.407	-0.246689	-0.355087	0.278519
31/08/2023 14.28.01.49287	0.772635	1.94415	1.20815	-302.404	-0.119141	-0.298355	0.184097
31/08/2023 14.28.01.54287	0.772685	1.11862	0.839371	-303.021	0.222977	-0.147217	-0.136002
31/08/2023 14.28.01.59287	0.772716	1.91772	0.963928	-302.83	-0.0331573	-0.107422	0.129608
